gene,genename,n_obs,frac_at_floor,is_zero_inflated,n_modes,shapiro_p,shapiro_bh_reject,dagostino_p,anderson_stat,skew,kurt,mle_mu,mle_sigma,mle_sigma_dist,d_aic,d_aic_threshold,mle_success,r_squared,sigma_span_ratio,sigma_span_ok,x0_in_range,n_obs_ok,support_ok,qc_pass,dist_class
ENSG00000290825.2,DDX11L16,818,0.9987775061124694,True,,,False,,,,,,,,,,False,0.9034225232029612,0.0034724429727888,False,True,True,False,False,zero_inflated
ENSG00000223972.6,DDX11L1,818,0.9987775061124694,True,,,False,,,,,,,,,,False,0.9978545468873588,0.0083681645072207,False,True,True,False,False,zero_inflated
ENSG00000310526.1,WASH7P,818,0.0012224938875305,False,1.0,9.302003917457416e-17,True,8.286703740374948e-30,9.325357990653629,1.014074945195703,1.629850291364698,-0.1185632097390768,0.356579366032188,5.447120877709999,4.187452987025608e-05,6.03433332162192,True,0.9315816850133092,0.1168211437135515,True,True,True,True,True,right_skewed
ENSG00000243485.6,MIR1302-2HG,818,0.9987775061124694,True,,,False,,,,,,,,,,False,0.9868904112446456,0.0033828480296288,False,True,True,False,False,zero_inflated
ENSG00000237613.3,FAM138A,818,0.9987775061124694,True,,,False,,,,,,,,,,False,0.8896118506143507,0.0033768519438405,False,True,True,False,False,zero_inflated
ENSG00000308361.1,ENSG00000308361,818,0.9963325183374084,True,,,False,,,,,,,,,,False,0.9997359788127992,0.0028941508008032,False,True,True,False,False,zero_inflated
ENSG00000290826.2,ENSG00000290826,818,0.952322738386308,True,,,False,,,,,,,,,,False,0.8364085364590986,0.012629491407096,False,False,True,False,False,zero_inflated
ENSG00000268020.3,OR4G4P,818,0.9572127139364304,True,,,False,,,,,,,,,,False,0.8151074571462227,0.3726150122909399,True,False,True,False,False,zero_inflated
ENSG00000186092.7,OR4F5,818,0.8740831295843521,True,,,False,,,,,,,,,,False,0.9782325384590566,0.0384083393097385,False,True,True,False,False,zero_inflated
ENSG00000241860.8,ENSG00000241860,818,0.9975550122249388,True,,,False,,,,,,,,,,False,0.9606421685294044,0.0672670665159082,True,True,True,False,False,zero_inflated
ENSG00000308314.1,ENSG00000308314,818,1.0,True,,,False,,,,,,,,,,False,0.99936456145296,0.0030385051990517,False,True,True,False,False,zero_inflated
ENSG00000233750.3,CICP27,818,1.0,True,,,False,,,,,,,,,,False,0.940223696488196,4.067295049190383e-05,False,True,True,False,False,zero_inflated
ENSG00000308579.1,ENSG00000308579,818,0.2029339853300733,True,,,False,,,,,,,,,,False,0.9444386351407232,0.1776909166766747,True,True,True,False,False,zero_inflated
ENSG00000268903.1,ENSG00000268903,818,0.9034229828850856,True,,,False,,,,,,,,,,False,0.9737609479566948,0.0040340047608463,False,True,True,False,False,zero_inflated
ENSG00000269981.1,ENSG00000269981,818,0.1650366748166259,False,1.0,2.86845545858259e-16,True,1.6711337548732147e-25,7.137674430039169,0.9200885931404716,1.3860025779010012,-0.2423579272870598,0.5219007445490182,5.070567948409432,0.0003244313206778,6.03433332162192,True,0.9194432095901895,0.1915361458983317,True,True,True,True,True,right_skewed
ENSG00000239906.1,ENSG00000239906,818,0.9951100244498776,True,,,False,,,,,,,,,,False,0.9997755555984978,0.0026226021090574,False,True,True,False,False,zero_inflated
ENSG00000222623.1,RNU6-1100P,818,1.0,True,,,False,,,,,,,,,,False,1.0,,False,False,True,False,False,zero_inflated
ENSG00000241599.1,ENSG00000241599,818,1.0,True,,,False,,,,,,,,,,False,0.9999552788201186,0.0016675735929329,False,True,True,False,False,zero_inflated
ENSG00000308415.1,DDX11L2,818,0.952322738386308,True,,,False,,,,,,,,,,False,0.998520733202758,0.0589886039701301,True,False,True,False,False,zero_inflated
ENSG00000310527.1,WASH9P,818,0.0036674816625916,False,1.0,2.554846973716389e-17,True,5.06116966016868e-29,10.321271691087532,1.0286366966259168,1.3878686507462152,-0.1028246224402449,0.3770673414264803,4.285068551215232,0.0149294656227993,6.03433332162192,True,0.9343685518703796,0.131977369106959,True,True,True,True,True,right_skewed
ENSG00000308625.1,ENSG00000308625,818,0.952322738386308,True,,,False,,,,,,,,,,False,0.9967829475446316,0.0025802318599062,False,True,True,False,False,zero_inflated
ENSG00000308544.1,ENSG00000308544,818,0.991442542787286,True,,,False,,,,,,,,,,False,0.9999900544662744,0.0014104226506996,False,True,True,False,False,zero_inflated
ENSG00000292994.2,ENSG00000292994,818,0.8068459657701712,True,,,False,,,,,,,,,,False,0.9751531315807432,0.0789219679032025,True,True,True,False,False,zero_inflated
ENSG00000286448.2,ENSG00000286448,818,1.0,True,,,False,,,,,,,,,,False,0.9277923807349706,0.0506752209631527,True,False,True,False,False,zero_inflated
ENSG00000236679.2,RPL23AP24,818,0.9987775061124694,True,,,False,,,,,,,,,,False,0.9980764723449908,0.0077450207347097,False,True,True,False,False,zero_inflated
ENSG00000236601.3,ENSG00000236601,818,0.9877750611246944,True,,,False,,,,,,,,,,False,0.9373249117796576,0.2133308911867292,True,False,True,False,False,zero_inflated
ENSG00000290385.2,ENSG00000290385,818,0.7921760391198044,True,,,False,,,,,,,,,,False,0.9562580264163922,0.0994232663842172,True,True,True,False,False,zero_inflated
ENSG00000269732.1,WBP1LP7,818,0.7836185819070904,True,,,False,,,,,,,,,,False,0.8123483015027935,0.0032634798571198,False,True,True,False,False,zero_inflated
ENSG00000284733.2,OR4F29,818,0.9462102689486552,True,,,False,,,,,,,,,,False,0.9812121124586032,0.1116585480437018,True,False,True,False,False,zero_inflated
ENSG00000233653.3,CICP7,818,0.9987775061124694,True,,,False,,,,,,,,,,False,0.892470734010371,0.0612071373852526,True,False,True,False,False,zero_inflated
ENSG00000250575.1,ENSG00000250575,818,0.9963325183374084,True,,,False,,,,,,,,,,False,0.9947125798337352,0.1489963910282072,True,False,True,False,False,zero_inflated
ENSG00000278757.1,U6,818,0.9987775061124694,True,,,False,,,,,,,,,,False,0.9950320972338036,0.0079267246463936,False,True,True,False,False,zero_inflated
ENSG00000293331.2,ENSG00000293331,818,0.9987775061124694,True,,,False,,,,,,,,,,False,0.9715129450201452,0.3902855122293638,True,False,True,False,False,zero_inflated
ENSG00000225880.7,LINC00115,818,0.0342298288508557,False,1.0,1.3649255868056977e-22,True,5.646381811165374e-63,16.63235957823349,1.592882988421123,5.018255009884864,-0.4796306514807856,0.2026794510530929,7.173265920996911,5.991296347929165e-10,6.03433332162192,True,0.9678882911420348,0.0783911658854715,True,True,True,True,True,right_skewed
ENSG00000235146.3,ENSG00000235146,818,0.9841075794621028,True,,,False,,,,,,,,,,False,0.9389173177533244,1.8100079469718945e-05,False,True,True,False,False,zero_inflated
ENSG00000225972.1,MTND1P23,818,0.0,False,2.0,6.268402050572688e-40,True,1.6096930706048475e-97,122.48108484555212,2.637574160288109,5.961152531041829,3.6025535921270952,2.344753025331726,3.7792160835876096,0.128030045115338,6.03433332162192,True,0.978008337677459,0.0565522382670998,True,True,True,True,True,multimodal
ENSG00000225630.1,MTND2P28,818,0.0,False,1.0,1.0757752999401179e-33,True,1.1640932659737101e-96,50.86062460504445,-2.163015627798868,11.982262836332271,8.624240567160161,1.0677962768740106,2.8187504393880136,3.714285191611907,6.03433332162192,True,0.9896668395833064,0.0501378093945537,True,True,True,True,True,non_normal
ENSG00000237973.1,MTCO1P12,818,0.0,False,1.0,3.2445498273410795e-31,True,3.23068127314957e-86,47.35063788494176,2.179094165148062,6.682398514550508,5.837742521033982,1.2292873787806953,4.585323939673935,0.00370675148406,6.03433332162192,True,0.9633074982435856,0.0558430318912622,True,True,True,True,True,right_skewed
ENSG00000229344.1,MTCO2P12,818,0.0,False,1.0,3.174510272858826e-32,True,4.131193220114031e-138,24.018297581088063,3.263605703915351,20.98931002768922,3.0064424359156643,0.925054953641827,8.534385079467098,4.547473508864641e-13,6.03433332162192,True,0.9923969188290176,0.0587012025801835,True,True,True,True,True,right_skewed
ENSG00000240409.1,MTATP8P1,818,0.0,False,1.0,4.4045511085078304e-11,True,2.7898430371290454e-19,1.3195723874584928,0.6020720768854638,2.0354278691816994,3.125207529076389,1.0844419799202547,5.612281911836017,1.6333433904947015e-05,6.03433332162192,True,0.9645812018716668,0.1199142247251489,True,True,True,True,True,right_skewed
ENSG00000248527.1,MTATP6P1,818,0.0,False,1.0,5.414360575002054e-41,True,1.0006309954761359e-215,58.63990628986562,-6.054160937648894,55.04428794874708,11.256347773829964,0.7243909100985642,2.3881655011133303,12.134329197427633,6.03433332162192,True,0.9967674068795483,0.0349923162615177,False,True,True,True,False,right_truncated
ENSG00000198744.5,MTCO3P12,818,0.0,False,1.0,5.0027659994856985e-27,True,3.9791804304142547e-82,26.579806787945017,2.0164195667861464,7.009239774563937,3.761489508746693,1.2139558597936448,5.619239413126384,1.5689186511735898e-05,6.03433332162192,True,0.9721101525817978,0.0733832897929176,True,True,True,True,True,right_skewed
ENSG00000268663.1,WBP1LP6,818,0.9193154034229828,True,,,False,,,,,,,,,,False,0.9262262742782656,0.0039204772236176,False,True,True,False,False,zero_inflated
ENSG00000284662.2,OR4F16,818,0.9584352078239609,True,,,False,,,,,,,,,,False,0.7109955772169138,0.5122660525287396,True,False,True,False,False,zero_inflated
ENSG00000230021.11,ENSG00000230021,818,1.0,True,,,False,,,,,,,,,,False,1.0,,False,False,True,False,False,zero_inflated
ENSG00000229376.3,CICP3,818,0.8288508557457213,True,,,False,,,,,,,,,,False,0.9683014676511796,0.101413902446493,True,True,True,False,False,zero_inflated
ENSG00000223181.1,RNU6-1199P,818,0.8960880195599022,True,,,False,,,,,,,,,,False,0.999239488787388,0.0030815218492728,False,True,True,False,False,zero_inflated
ENSG00000229905.1,ENSG00000229905,818,0.9180929095354524,True,,,False,,,,,,,,,,False,0.8892939338799409,3.451731850707159e-05,False,True,True,False,False,zero_inflated
ENSG00000237491.11,LINC01409,818,0.3215158924205379,True,,,False,,,,,,,,,,False,0.9505866406334932,0.0926323301247937,True,True,True,False,False,zero_inflated
ENSG00000177757.3,FAM87B,818,0.3887530562347188,True,,,False,,,,,,,,,,False,0.9495936021373924,0.1351199784240844,True,True,True,False,False,zero_inflated
ENSG00000228794.13,LINC01128,818,0.0,False,1.0,0.0126777789730691,True,0.0054880849987278,1.022979295934192,0.2712866062816966,0.1087172722376661,1.6478506421945385,0.4380774206968166,3.6343525306394575,0.2261562377616428,6.03433332162192,True,0.9657672266257464,0.1436088257897635,True,True,True,True,True,right_skewed
ENSG00000297178.1,ENSG00000297178,818,0.5403422982885085,True,,,False,,,,,,,,,,False,0.9376395892762216,0.1157619673830883,True,True,True,False,False,zero_inflated
ENSG00000297224.1,ENSG00000297224,818,0.3679706601466992,True,,,False,,,,,,,,,,False,0.9550834939156472,0.1567593896464013,True,True,True,False,False,zero_inflated
ENSG00000230368.3,FAM41C,818,0.8166259168704156,True,,,False,,,,,,,,,,False,0.9916257322653864,0.0841950185856018,True,True,True,False,False,zero_inflated
ENSG00000234711.1,TUBB8P11,818,0.7200488997555012,True,,,False,,,,,,,,,,False,0.9043521066496388,0.3847498975540218,True,False,True,False,False,zero_inflated
ENSG00000283040.1,ENSG00000283040,818,0.9242053789731052,True,,,False,,,,,,,,,,False,0.9551192155649162,0.0036859517611613,False,True,True,False,False,zero_inflated
ENSG00000296088.1,ENSG00000296088,818,0.8777506112469438,True,,,False,,,,,,,,,,False,0.81285774023567,0.2025311242510502,True,False,True,False,False,zero_inflated
ENSG00000272438.2,ENSG00000272438,818,0.904645476772616,True,,,False,,,,,,,,,,False,0.9557993132388078,0.0470820468355893,False,True,True,False,False,zero_inflated
ENSG00000298603.1,ENSG00000298603,818,0.9352078239608802,True,,,False,,,,,,,,,,False,0.9852798919471644,0.0023386703591484,False,True,True,False,False,zero_inflated
ENSG00000223764.3,LINC02593,818,0.7139364303178484,True,,,False,,,,,,,,,,False,0.98094724612396,0.0410660100459749,False,True,True,False,False,zero_inflated
ENSG00000187634.13,SAMD11,818,0.3251833740831296,True,,,False,,,,,,,,,,False,0.9037244037602556,0.0504340342031761,True,True,True,False,False,zero_inflated
ENSG00000188976.11,NOC2L,818,0.0,False,1.0,4.031623411892746e-06,True,1.4274807824684203e-10,2.5739813190984933,0.066328618588533,-0.7181948099766493,4.987155959017967,0.5623324917013037,2.5691817751758483,7.568568469858064,6.03433332162192,True,0.901440141750344,0.3160188355025052,True,True,True,True,True,non_normal
ENSG00000187961.15,KLHL17,818,0.0,False,1.0,5.310776009875337e-07,True,1.2744333517025242e-08,2.9112871692440194,0.4726822568986163,0.5924157722122598,0.8194746674412831,0.472037199586844,3.742436931986579,0.1482203062137159,6.03433332162192,True,0.965252016355728,0.1256239254959476,True,True,True,True,True,right_skewed
ENSG00000187583.11,PLEKHN1,818,0.1295843520782396,False,1.0,7.352118299157741e-28,True,7.933687011183338e-88,25.26763782607065,2.139451688985247,7.802905874036332,-0.3777126710743304,0.4117487507482262,6.841659084007631,6.403411134670023e-09,6.03433332162192,True,0.9500461053607168,0.0781116154000708,True,True,True,True,True,right_skewed
ENSG00000187642.10,PERM1,818,0.0,False,1.0,3.389539835430258e-16,True,2.1359944193557087e-26,10.099765220998163,-0.9667423364021503,1.2705439606578173,5.853541369805986,1.2923923228512952,1.871930039483289,38.01155164772308,6.03433332162192,True,0.9445902568187816,0.1227070210132462,True,True,True,True,True,right_truncated
ENSG00000303599.1,ENSG00000303599,818,0.0330073349633251,False,1.0,4.212545706728466e-06,True,2.2667344013698463e-05,2.083427754284685,0.2244122315869313,-0.4977860467306656,0.1840321474222703,0.5708114883272511,3.44922460371684,0.4537636810193817,6.03433332162192,True,0.9262419675722736,0.221645537539208,True,True,True,True,True,right_skewed
